# Rime user dictionary
#@/db_name	hzl_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	36939
#@/user_id	linusboyle
a 	啊	c=48 d=1.87061 t=36939
er wei 	二維	c=4 d=0.0534918 t=36939
er wen 	耳聞	c=0 d=0.00266491 t=36939
er xiang 	二項	c=1 d=1 t=29352
er xuan yi 	二選一	c=1 d=1 t=30533
er yan 	而言	c=15 d=0.547942 t=36939
er yang hua liu 	二氧化硫	c=1 d=1 t=36578
er yi 	而已	c=17 d=0.841556 t=36939
er zhe 	二者	c=5 d=0.172045 t=36939
er zhe 	而這	c=1 d=3.98723e-07 t=36939
er zhe ge 	而這個	c=0 d=7.2103e-07 t=36939
er zhe ge guo cheng zhong 	而這個過程中	c=1 d=7.24644e-06 t=36939
er zi 	兒子	c=1 d=0.323033 t=36939
fa 	乏	c=0 d=1.29759e-07 t=36939
fa 	法	c=3 d=1 t=36939
fa 	發	c=2 d=0.0229373 t=36939
fa bi 	法幣	c=1 d=2.12942e-10 t=36939
fa biao 	發表	c=3 d=0.000277414 t=36939
fa bing 	發兵	c=1 d=9.03116e-08 t=36939
fa bu 	發佈	c=8 d=0.000589407 t=36939
fa bu liao 	乏不了	c=1 d=1.3041e-06 t=36939
fa bu zai 	發佈在	c=2 d=0.000241172 t=36939
fa chu 	發出	c=6 d=0.279431 t=36939
fa chu jing gao 	發出警告	c=1 d=1.95524e-06 t=36939
fa de 	發的	c=1 d=1 t=36702
fa gei ni 	發給你	c=0 d=9.25978e-09 t=36939
fa gei ni de 	發給你的	c=1 d=9.3062e-08 t=36939
fa guan 	法官	c=12 d=0.562661 t=36939
fa guan fu 	法官服	c=3 d=0.148732 t=36939
fa hui 	發揮	c=4 d=0.0500541 t=36939
fa lv 	法律	c=1 d=7.10658e-12 t=36939
fa lv wen shu 	法律文書	c=1 d=0.143704 t=36939
fa ming zhe 	發明者	c=1 d=2.60717e-09 t=36939
fa qi 	發起	c=2 d=0.282239 t=36939
fa sheng 	發生	c=17 d=0.869369 t=36939
fa sheng le 	發生了	c=1 d=0.0196437 t=36939
fa sheng xue 	發生學	c=3 d=2.41244e-07 t=36939
fa shi 	法師	c=2 d=0.024972 t=36939
fa song 	發送	c=19 d=5.83255 t=36939
fa tie 	發帖	c=1 d=4.23522e-11 t=36939
fa wei 	乏味	c=2 d=0.985112 t=36939
fa wen 	發問	c=1 d=0.153355 t=36939
fa xian 	發現	c=8 d=0.068913 t=36939
fa xian le 	發現了	c=1 d=2.40631e-07 t=36939
fa xing 	發行	c=1 d=8.33823e-10 t=36939
fa xing ban 	發行版	c=2 d=0.562705 t=36939
fa xing liang 	發行量	c=1 d=0.0605068 t=36939
fa xue 	法學	c=1 d=0.0587185 t=36939
fa you jian 	發郵件	c=1 d=0.000804733 t=36939
fa yuan 	法院	c=1 d=0.0210669 t=36939
fa yuan li 	法院裏	c=1 d=0.114178 t=36939
fa zhan 	發展	c=59 d=4.58163 t=36939
fa zhan chu 	發展出	c=1 d=6.77633e-11 t=36939
fa zhan jing ji 	發展經濟	c=2 d=0.0205316 t=36939
fa zhan mo shi 	發展模式	c=1 d=0.186374 t=36939
fa zhan qu shi 	發展趨勢	c=1 d=2.59461e-11 t=36939
fa zhang 	法杖	c=3 d=6.43071e-05 t=36939
fa zhi 	法治	c=1 d=7.85399e-12 t=36939
fan 	反	c=3 d=0.0100017 t=36939
fan 	翻	c=2 d=0.00762106 t=36939
fan bi 	反比	c=1 d=4.32005e-09 t=36939
fan bu bao 	帆布包	c=2 d=1.99501 t=33696
fan chen 	凡塵	c=2 d=0.116286 t=36939
fan chu lai 	翻出來	c=1 d=8.76574e-10 t=36939
fan dao 	翻到	c=0 d=0.000118265 t=36939
fan dui 	反對	c=1 d=0.0417941 t=36939
fan er 	反而	c=1 d=2.14491e-07 t=36939
fan fan 	翻翻	c=2 d=0.000333189 t=36939
fan fan fu fu 	反反覆覆	c=6 d=0.00144468 t=36939
fan fu 	反覆	c=4 d=0.796616 t=36939
fan fu guan shang 	反覆觀賞	c=1 d=0.690734 t=36939
fan gan 	反感	c=1 d=5.18454e-08 t=36939
fan guo lai shuo 	反過來說	c=1 d=3.13806e-13 t=36939
fan hua 	泛化	c=1 d=7.16069e-13 t=36939
fan hui 	返回	c=26 d=2.29335 t=36939
fan hui zhi 	返回值	c=7 d=0.00151111 t=36939
fan kui 	反饋	c=2 d=1.54064 t=30890
fan li 	反例	c=1 d=3.3656e-13 t=36939
fan lu 	翻錄	c=2 d=2.37557e-14 t=36939
fan ma 	反碼	c=3 d=2.66322 t=30343
fan mai 	販賣	c=1 d=1 t=32058
fan men 	煩悶	c=1 d=1 t=32364
fan nao 	煩惱	c=1 d=3.42356e-08 t=36939
fan pai 	翻拍	c=5 d=0.0016898 t=36939
fan pai bu fen 	翻拍部分	c=1 d=5.62896e-05 t=36939
fan pai ju 	翻拍劇	c=1 d=0.0012684 t=36939
fan ru 	翻入	c=1 d=1 t=29332
fan shi 	範式	c=0 d=0.000289433 t=36939
fan shi lin 	凡士林	c=1 d=4.24546e-10 t=36939
fan shu 	翻書	c=1 d=0.0812682 t=36939
fan shu 	范數	c=1 d=1 t=30200
fan si 	反思	c=1 d=1.02381 t=33202
fan suo 	繁瑣	c=2 d=0.332871 t=36939
fan tan 	反彈	c=1 d=1 t=34681
fan teng 	翻騰	c=1 d=1 t=31832
fan wei 	範圍	c=5 d=1.04676 t=36939
fan wei shu 	範圍樹	c=1 d=7.37751e-11 t=36939
fan xiang 	反向	c=2 d=0.00103591 t=36939
fan xing 	泛型	c=12 d=0.152826 t=36939
fan xu 	反序	c=1 d=0.108067 t=36939
fan ye 	翻頁	c=4 d=0.00611788 t=36939
fan ying 	反應	c=3 d=1.05921 t=36939
fan ying 	反映	c=5 d=0.628135 t=36939
fan ying chu 	反映出	c=1 d=1 t=34045
fan zheng 	反正	c=2 d=0.318224 t=36939
fan zui 	犯罪	c=1 d=0.0706512 t=36939
fang 	坊	c=0 d=1.17451e-11 t=36939
fang 	放	c=5 d=1.93644e-10 t=36939
fang 	方	c=1 d=0.0420036 t=36939
fang an 	方案	c=10 d=1.88931 t=36939
fang bian 	方便	c=7 d=0.0350914 t=36939
fang bian mian 	方便麪	c=1 d=5.65718e-05 t=36939
fang cheng 	方程	c=2 d=1.03133e-10 t=36939
fang da 	放大	c=2 d=9.49258e-06 t=36939
fang da suo xiao 	放大縮小	c=1 d=1.68696e-05 t=36939
fang dan 	防彈	c=2 d=0.144933 t=36939
fang di chan 	房地產	c=1 d=0.0203434 t=36939
fang fa 	方法	c=50 d=1.01486 t=36939
fang fang mian mian 	方方面面	c=1 d=0.0699482 t=36939
fang guo 	放過	c=1 d=0.00054485 t=36939
fang hui 	放回	c=1 d=3.05113e-06 t=36939
fang jian 	房間	c=73 d=0.281229 t=36939
fang jian nei 	房間內	c=8 d=0.106515 t=36939
fang jian nei bu 	房間內部	c=2 d=1.33876e-07 t=36939
fang jian xin xi 	房間信息	c=1 d=0.00105946 t=36939
fang ju 	防具	c=1 d=0.722527 t=36939
fang jue 	方覺	c=1 d=0.00937227 t=36939
fang jun gen 	方均根	c=1 d=0.196912 t=36939
fang kai 	放開	c=2 d=0.634448 t=36939
fang kuan 	放寬	c=1 d=0.909373 t=36939
fang lang 	放浪	c=1 d=0.951229 t=36939
fang lve 	方略	c=1 d=1 t=31291
fang mian 	方面	c=18 d=0.806824 t=36939
fang mu 	放牧	c=1 d=1 t=33307
fang qi 	放棄	c=8 d=0.818731 t=36939
fang ren 	放任	c=1 d=0.463013 t=36939
fang ru 	放入	c=2 d=1.00051e-06 t=36939
fang shang qu 	放上去	c=1 d=1 t=28541
fang shi 	方式	c=34 d=0.900986 t=36939
fang wen 	訪問	c=8 d=1.10876 t=36939
fang xiang 	方向	c=12 d=0.045306 t=36939
fang xin 	放心	c=1 d=1.06238e-06 t=36939
fang zai 	放在	c=6 d=1.02114e-05 t=36939
fang zao 	仿造	c=1 d=0.299692 t=36939
fang zhe 	放着	c=2 d=0.00806679 t=36939
fang zhen 	仿真	c=9 d=0.00736591 t=36939
fang zhen bao gao 	仿真報告	c=1 d=0.00831246 t=36939
fang zhi 	防止	c=11 d=1.29813 t=36939
fang zhu 	房主	c=19 d=0.108078 t=36939
fang zong 	放縱	c=2 d=1.01025 t=32720
fei 	廢	c=1 d=9.12348e-10 t=36939
fei 	費	c=1 d=1 t=33986
fei 	非	c=2 d=0.000975534 t=36939
fei 	飛	c=0 d=1.73716e-08 t=36939
fei chang 	非常	c=16 d=0.957462 t=36939
fei chang bao qian 	非常抱歉	c=3 d=0.0244775 t=36939
fei chang da 	非常大	c=1 d=1 t=35131
fei chang sui yi 	非常隨意	c=1 d=0.0244775 t=36939
fei chu 	廢除	c=1 d=1 t=34137
fei dian 	沸點	c=3 d=1.39923e-10 t=36939
fei er ba ha 	費爾巴哈	c=2 d=0.0014518 t=36939
fei fa 	非法	c=1 d=0.362402 t=36939
fei fan 	非凡	c=0 d=3.19102e-05 t=36939
fei fan gong zi 	非凡公子	c=1 d=0.000320701 t=36939
fei hua 	廢話	c=1 d=3.57311e-11 t=36939
fei ji 	飛機	c=1 d=0.0081887 t=36939
fei li xing 	非理性	c=1 d=3.39885e-11 t=36939
fei pi pan xing 	非批判性	c=1 d=1.01826e-07 t=36939
fei ping heng 	非平衡	c=2 d=0.147233 t=36939
fei qi 	廢棄	c=5 d=0.0343896 t=36939
fei qin zou shou 	飛禽走獸	c=1 d=8.3786e-08 t=36939
fei ran 	斐然	c=1 d=1 t=33331
fei sheng chan 	非生產	c=1 d=0.0182243 t=36939
fei shi 	費事	c=1 d=0.0184997 t=36939
fei shi 	費時	c=2 d=0.0211736 t=36939
fei teng 	沸騰	c=2 d=7.8493e-11 t=36939
fei teng shi 	沸騰時	c=1 d=5.73078e-10 t=36939
fei tian 	飛天	c=3 d=1.99027 t=36364
fei wu zhi 	非物質	c=2 d=0.0189602 t=36939
fei xian xing 	非線性	c=1 d=0.104874 t=36939
fei xing shi hua 	非形式化	c=1 d=1 t=34914
fei yan 	廢言	c=1 d=1.07843e-06 t=36939
fei yao 	非要	c=1 d=0.00299743 t=36939
fei ye 	非也	c=1 d=0.0081887 t=36939
fei yuan chuang 	非原創	c=3 d=5.58833e-08 t=36939
fei yue 	非樂	c=2 d=1.86636e-09 t=36939
fei zheng shi 	非正式	c=1 d=0.00223168 t=36939
fei zhi 	廢止	c=1 d=3.6084e-09 t=36939
fei zi you 	非自由	c=1 d=1 t=28454
fei zi you sai 	非自由賽	c=2 d=0.0292519 t=36939
fen 	份	c=3 d=2.8596e-08 t=36939
fen 	分	c=5 d=0.0219278 t=36939
fen 	粉	c=1 d=1 t=33622
fen bian 	分辨	c=1 d=4.26457e-05 t=36939
fen bie 	分別	c=5 d=0.386741 t=36939
fen bie dui ying 	分別對應	c=1 d=0.00019258 t=36939
fen bu 	分佈	c=10 d=1.0005 t=35088
fen bu qing 	分不清	c=2 d=0.000973904 t=36939
fen cha 	分叉	c=1 d=1 t=31746
fen cheng 	分成	c=1 d=1.85988e-06 t=36939
fen dou 	奮鬥	c=2 d=0.579842 t=36939
fen du zhi 	分度值	c=1 d=0.427415 t=36939
fen ge 	分割	c=1 d=0.000149233 t=36939
fen guang ji 	分光計	c=3 d=0.0813081 t=36939
fen hua 	分化	c=1 d=0.0531307 t=36939
fen jie 	分解	c=1 d=6.19099e-07 t=36939
fen kuai 	分塊	c=6 d=0.562111 t=36939
fen kuai shu zu 	分塊數組	c=3 d=0.692661 t=36939
fen lei 	分類	c=2 d=1.56208e-12 t=36939
fen li 	分利	c=0 d=0.1 t=33364
fen li 	分離	c=5 d=0.000926264 t=36939
fen li chu 	分離出	c=0 d=1.11128e-07 t=36939
fen li chu qu 	分離出去	c=1 d=1.11685e-06 t=36939
fen li ji tuan 	分利集團	c=1 d=1 t=33365
fen liang 	分量	c=6 d=0.195561 t=36939
fen ming 	分明	c=1 d=0.00275318 t=36939
fen nu 	憤怒	c=1 d=0.947894 t=32028
fen pei 	分配	c=23 d=6.8873 t=36939
fen pei gei 	分配給	c=1 d=1 t=29734
fen pei guan xi 	分配關係	c=1 d=1.24735e-12 t=36939
fen qu 	分區	c=2 d=0.00250619 t=36939
fen quan 	分權	c=1 d=1 t=36446
fen shu 	分數	c=1 d=1 t=33089
fen wei 	分爲	c=7 d=0.350015 t=36939
fen wei 	氛圍	c=2 d=0.156453 t=36939
fen xi 	分析	c=23 d=0.456562 t=36939
fen xin 	分心	c=1 d=5.32954e-09 t=36939
fen ye 	分頁	c=10 d=0.715614 t=36939
fen ye qi 	分頁器	c=2 d=0.00311976 t=36939
fen zhi 	分支	c=2 d=9.4846e-06 t=36939
fen zhong 	分鐘	c=5 d=0.084163 t=36939
fen zu 	分組	c=5 d=0.321422 t=36939
fen zu fang shi 	分組方式	c=1 d=1.37189e-14 t=36939
feng 	封	c=0 d=6.89186e-05 t=36939
feng 	楓	c=0 d=0.0618783 t=36939
feng 	風	c=1 d=0.00852289 t=36939
feng 	鳳	c=1 d=0.0001441 t=36939
feng chui 	風吹	c=0 d=0.0362402 t=36939
feng chui he ye sha 	風吹荷葉煞	c=1 d=0.364219 t=36939
feng ci 	諷刺	c=4 d=0.256661 t=36939
feng fu 	豐富	c=1 d=0.692378 t=36939
feng ge 	風格	c=13 d=0.873013 t=36939
feng guang 	風光	c=1 d=1 t=31981
feng huang 	鳳凰	c=1 d=1 t=28880
feng huo 	烽火	c=1 d=0.937067 t=36939
feng huo 	風火	c=1 d=0.941765 t=36939
feng jian 	封建	c=3 d=0.846864 t=36939
feng jing 	風景	c=1 d=1 t=33498
feng ling yun 	風凌雲	c=14 d=0.482524 t=36939
feng liu 	風流	c=1 d=0.722527 t=36939
feng mian 	封面	c=5 d=9.16921e-10 t=36939
feng qiao 	楓橋	c=1 d=4.90959e-14 t=36939
feng su 	風俗	c=1 d=0.0023461 t=36939
feng wu 	風物	c=3 d=2.93131 t=33441
feng xiao xiao 	風蕭蕭	c=2 d=0.0187455 t=36939
feng xiu 	楓岫	c=4 d=5.03678e-07 t=36939
feng ye 	楓葉	c=0 d=0.00430669 t=36939
feng ye jian 	楓葉劍	c=2 d=0.111504 t=36939
feng yi 	風衣	c=3 d=0.0369462 t=36939
feng yin 	封印	c=0 d=3.24818e-08 t=36939
feng ying 	奉迎	c=1 d=0.0520787 t=36939
feng yu 	風雨	c=1 d=2.83751e-05 t=36939
feng yun 	風雲	c=4 d=1.74096 t=36939
feng zhi wu 	楓之舞	c=10 d=3.49141 t=36939
feng zhong 	風中	c=1 d=0.759853 t=36939
feng zhuang 	封裝	c=9 d=0.00117398 t=36939
fo jiao 	佛教	c=3 d=2.07545 t=36939
fo xiang 	佛像	c=2 d=0.573039 t=36939
fou 	否	c=2 d=7.50839e-12 t=36939
fou ze 	否則	c=9 d=0.527292 t=36939
fu 	富	c=0 d=0.0423162 t=36939
fu 	府	c=1 d=1 t=36545
fu 	拂	c=3 d=2.94575 t=31247
fu 	服	c=1 d=0.0123896 t=36939
fu 	父	c=2 d=3.51426e-10 t=36939
fu 	符	c=0 d=0.1 t=28606
fu 	負	c=0 d=0.1 t=34969
fu 	阜	c=1 d=0.000921047 t=36939
fu 	附	c=2 d=1 t=34744
fu an fa 	伏安法	c=1 d=0.367879 t=36939
fu bian 	複變	c=17 d=1.00306 t=36939
fu bian han shu 	複變函數	c=4 d=0.156869 t=36939
fu bian zuo ye 	複變作業	c=1 d=6.84327e-09 t=36939
fu biao ti 	副標題	c=1 d=1 t=29034
fu bu zhang 	副部長	c=1 d=1 t=33739
fu chen 	拂塵	c=1 d=0.514274 t=36939
fu chu 	付出	c=1 d=3.04377e-07 t=36939
fu dai 	附帶	c=1 d=1 t=35155
fu dan 	負擔	c=2 d=0.0466538 t=36939
fu dao ke 	輔導課	c=3 d=0.794872 t=36939
fu dian shu 	浮點數	c=2 d=1 t=36096
fu dong 	浮動	c=1 d=3.137e-09 t=36939
fu gai 	覆蓋	c=6 d=0.995012 t=36939
fu gui 	富貴	c=2 d=2.82574e-07 t=36939
fu hao 	符號	c=2 d=0.00596059 t=36939
fu he 	符合	c=7 d=0.517675 t=36939
fu he 	複合	c=3 d=2.95072 t=31912
fu huo 	復活	c=2 d=0.0283199 t=36939
fu jian 	附件	c=1 d=1 t=34389
fu jie dian 	父節點	c=1 d=2.48644e-10 t=36939
fu jin 	附近	c=1 d=4.23522e-11 t=36939
fu ke na 	福克納	c=1 d=4.72688e-09 t=36939
fu mie 	覆滅	c=1 d=1.81865e-07 t=36939
fu qin 	父親	c=1 d=0.00551656 t=36939
fu sai 	複賽	c=3 d=7.00294e-08 t=36939
fu shang 	附上	c=1 d=1 t=34738
fu shi 	服飾	c=1 d=0.00946646 t=36939
fu shu 	負數	c=1 d=1 t=30324
fu te 	福特	c=2 d=0.0165193 t=36939
fu wen ben 	富文本	c=1 d=0.425283 t=36939
fu wu 	服務	c=7 d=0.071419 t=36939
fu wu duan 	服務端	c=1 d=1.16263e-08 t=36939
fu wu qi 	服務器	c=19 d=1.9314 t=36939
fu wu qi duan 	服務器端	c=1 d=2.74747e-08 t=36939
fu wu wu 	服務無	c=1 d=6.91322e-11 t=36939
fu wu ye 	服務業	c=1 d=0.0365162 t=36939
fu xi 	複習	c=4 d=3.99589e-10 t=36939
fu xi dian zi xue 	複習電子學	c=1 d=2.03047e-09 t=36939
fu xian 	復現	c=0 d=1.64134e-07 t=36939
fu xian fang fa 	復現方法	c=1 d=1.64956e-06 t=36939
fu xie 	伏邪	c=1 d=1.81927e-11 t=36939
fu xing hao 	復興號	c=2 d=4.70636e-09 t=36939
fu xuan kuang 	複選框	c=1 d=1.21362e-13 t=36939
fu yong 	復用	c=6 d=0.00194986 t=36939
fu you 	富有	c=1 d=1 t=33419
fu you hua 	負優化	c=1 d=1 t=34970
fu yu 	富於	c=1 d=0.694197 t=36939
fu yu 	富裕	c=1 d=1 t=29364
fu za 	複雜	c=12 d=0.442639 t=36939
fu za du 	複雜度	c=30 d=0.361779 t=36939
fu zao 	斧鑿	c=1 d=8.74162e-07 t=36939
fu ze 	負責	c=2 d=0.125556 t=36939
fu zhi 	複製	c=6 d=0.000520875 t=36939
fu zhi 	賦值	c=2 d=1.47574e-12 t=36939
fu zhi dao 	複製到	c=2 d=6.29035e-13 t=36939
fu zhi shi bai 	複製失敗	c=1 d=1.25382e-14 t=36939
fu zhu 	扶住	c=1 d=4.53058e-10 t=36939
fu zhu 	輔助	c=2 d=4.82073e-05 t=36939
fu zhu dui lie 	輔助隊列	c=8 d=9.26041e-06 t=36939
fu zhuang 	服裝	c=1 d=0.00657159 t=36939
fu zi 	斧子	c=1 d=1.41271e-06 t=36939
gai 	丐	c=1 d=0.000118571 t=36939
gai 	改	c=3 d=0.00242999 t=36939
gai 	該	c=5 d=0.000340532 t=36939
gai ban 	改版	c=1 d=1 t=30695
gai bian 	改變	c=19 d=0.943776 t=36939
gai bian le 	改變了	c=1 d=3.66356e-11 t=36939
gai bu 	該步	c=1 d=2.7005e-11 t=36939
gai cheng 	改成	c=2 d=0.0214936 t=36939
gai di qu 	該地區	c=1 d=1 t=31916
gai dong 	改動	c=5 d=0.0660217 t=36939
gai ge 	改革	c=4 d=3.48497e-06 t=36939
gai ge kai fang 	改革開放	c=10 d=4.40434e-08 t=36939
gai guo 	蓋過	c=0 d=4.41647e-05 t=36939
gai guo le 	蓋過了	c=1 d=0.000443861 t=36939
gai han shu 	該函數	c=1 d=1.41979e-06 t=36939
gai jin 	改進	c=2 d=0.000113922 t=36939
gai kuo 	概括	c=2 d=2.60044e-08 t=36939
gai lv 	概率	c=2 d=0.000569928 t=36939
gai nian 	概念	c=6 d=0.476828 t=36939
gai nian lun 	概念論	c=1 d=1.06513e-07 t=36939
gai shan 	改善	c=1 d=0.0177743 t=36939
gai shu 	概述	c=1 d=8.3167e-09 t=36939
gai wan jia 	該玩家	c=1 d=3.26446e-07 t=36939
gai zao 	改造	c=2 d=1.00149 t=30720
gai zhuang 	改裝	c=1 d=0.157237 t=36939
gan 	幹	c=0 d=6.79272e-11 t=36939
gan 	感	c=1 d=0.433874 t=36939
gan 	肝	c=0 d=0.1 t=28595
gan 	趕	c=0 d=3.35689e-05 t=36939
gan chu 	感觸	c=1 d=1 t=32237
gan cui 	乾脆	c=2 d=0.000773179 t=36939
gan dao 	感到	c=6 d=0.139457 t=36939
gan dao xian zai 	肝到現在	c=1 d=1 t=28596
gan de 	乾的	c=1 d=8.48327e-07 t=36939
gan ga 	尷尬	c=1 d=0.000113353 t=36939
gan guo qu 	趕過去	c=1 d=1.02336e-07 t=36939
gan jin 	趕緊	c=1 d=1 t=32273
gan jing 	乾淨	c=1 d=0.00697795 t=36939
gan ju qing 	趕劇情	c=4 d=0.000819294 t=36939
gan jue 	感覺	c=17 d=0.194298 t=36939
gan jue dao 	感覺到	c=1 d=1.95085e-09 t=36939
gan jue yue lai yue 	感覺越來越	c=1 d=3.18441e-09 t=36939
gan kai 	感慨	c=0 d=2.26033e-07 t=36939
gan qing 	感情	c=4 d=0.416862 t=36939
gan qing dong wu 	感情動物	c=2 d=5.41375e-08 t=36939
gan ren 	感人	c=1 d=0.0536647 t=36939
gan she 	干涉	c=2 d=5.84792e-05 t=36939
gan shen me 	幹什麼	c=1 d=4.03704e-06 t=36939
gan sheng 	感生	c=3 d=1.31102 t=36939
gan shi 	幹事	c=1 d=0.000403635 t=36939
gan shou 	感受	c=13 d=0.0130463 t=36939
gan shou dao 	感受到	c=5 d=4.62485e-07 t=36939
gan xi 	乾洗	c=0 d=0.1 t=30144
gan xi xia 	乾洗下	c=1 d=1 t=30145
gan xiang 	感想	c=6 d=0.982177 t=36939
gan xie 	感謝	c=9 d=0.108609 t=36939
gan xin 	甘心	c=1 d=1 t=33080
gan xing 	感性	c=1 d=0.612626 t=36939
gan xing qu 	感興趣	c=4 d=0.00470091 t=36939
gan yu 	干預	c=1 d=6.03711e-06 t=36939
gan yuan 	甘願	c=2 d=4.04748e-07 t=36939
gan zhe shi 	幹這事	c=1 d=6.82677e-10 t=36939
gan zhi 	感知	c=1 d=1 t=31641
gang 	港	c=0 d=2.08187e-10 t=36939
gang bi 	鋼筆	c=2 d=0.000209294 t=36939
gang cai 	剛纔	c=2 d=0.00289433 t=36939
gang chi wan fan 	剛喫完飯	c=1 d=0.00690852 t=36939
gang gang 	剛剛	c=3 d=7.50528e-05 t=36939
gang gang chu tu 	剛剛出土	c=1 d=1.12807e-06 t=36939
gang gang hao 	剛剛好	c=1 d=1 t=32218
gang hao 	剛好	c=3 d=0.000350903 t=36939
gang kai shi 	剛開始	c=1 d=5.22312e-07 t=36939
gang zhu ao da qiao 	港珠澳大橋	c=2 d=5.04662e-09 t=36939
gao 	搞	c=1 d=1 t=28682
gao 	高	c=6 d=0.122741 t=36939
gao chao 	高超	c=1 d=0.0507928 t=36939
gao da 	高大	c=1 d=1 t=31187
gao da 	高達	c=0 d=0.1 t=31184
gao da shang 	高達上	c=1 d=1 t=31185
gao di 	高地	c=1 d=2.59329e-05 t=36939
gao du 	高度	c=1 d=0.00155699 t=36939
gao fen 	高分	c=3 d=7.25165e-08 t=36939
gao ji 	高級	c=4 d=0.0028799 t=36939
gao kang 	高亢	c=2 d=0.585669 t=36939
gao kao 	高考	c=1 d=2.04064e-09 t=36939
gao ke yong 	高可用	c=1 d=0.00900478 t=36939
gao le 	搞了	c=1 d=0.301194 t=36939
gao qing 	高清	c=1 d=0.0057994 t=36939
gao qing chu 	搞清楚	c=1 d=0.0169922 t=36939
gao ren yi deng 	高人一等	c=1 d=1 t=32662
gao su 	告訴	c=0 d=0.1 t=32114
gao su suo you ren 	告訴所有人	c=1 d=1 t=32115
gao wei 	高位	c=1 d=1 t=30367
gao xiao 	高效	c=3 d=0.442639 t=36939
gao xing 	高興	c=1 d=2.87393e-08 t=36939
gao xing neng 	高性能	c=8 d=1.02096 t=36341
gao ya 	高雅	c=2 d=2.4387e-09 t=36939
gao yi xie 	高一些	c=1 d=0.0620385 t=36939
gao yu 	高於	c=1 d=1.4962e-05 t=36939
gao zhi 	告知	c=7 d=0.0497871 t=36939
ge 	個	c=36 d=0.321454 t=36939
ge 	各	c=5 d=9.65934e-05 t=36939
ge 	哥	c=3 d=1.00003 t=30790
ge 	歌	c=1 d=2.68657e-09 t=36939
ge bi 	隔壁	c=2 d=4.86307e-12 t=36939
ge bie 	個別	c=1 d=0.00127476 t=36939
ge fang 	各方	c=2 d=5.7298e-08 t=36939
ge fang mian 	各方面	c=3 d=2.27754e-07 t=36939
ge ge 	各個	c=1 d=0.0037164 t=36939
ge ge bu ru 	格格不入	c=1 d=6.67431e-09 t=36939
ge ju 	格局	c=2 d=0.229925 t=36939
ge ju tuan 	歌劇團	c=1 d=6.70891e-11 t=36939
ge lei 	各類	c=5 d=0.024972 t=36939
ge qu 	歌曲	c=11 d=2.43503e-13 t=36939
ge ren 	個人	c=17 d=1.07358 t=36939
ge ren ren wei 	個人認爲	c=1 d=0.412714 t=36939
ge shi 	各式	c=1 d=0.000107287 t=36939
ge shou 	歌手	c=0 d=2.17806e-12 t=36939
ge shu 	個數	c=3 d=0.00670434 t=36939
ge shu 	格數	c=1 d=0.0784731 t=36939
ge ti 	個體	c=2 d=0.00159641 t=36939
ge ti 	各題	c=1 d=1.02371e-11 t=36939
ge wei 	各位	c=11 d=0.0184078 t=36939
ge xiang 	各項	c=2 d=1 t=36728
ge xin 	革新	c=3 d=0.000111109 t=36939
ge xing 	個性	c=0 d=0.0247833 t=36939
ge xing jie fang 	個性解放	c=1 d=0.249075 t=36939
ge you suo chang 	各有所長	c=1 d=2.99224e-12 t=36939
ge zhe 	歌者	c=2 d=0.0120723 t=36939
ge zhong 	各種	c=9 d=0.0715143 t=36939
ge zhong 	箇中	c=2 d=2.51877e-06 t=36939
ge zhong ge yang 	各種各樣	c=2 d=3.01297e-05 t=36939
ge zhong tu jing 	各種途徑	c=2 d=7.14702e-12 t=36939
gei 	給	c=22 d=2.20105 t=36939
gei chu 	給出	c=3 d=0.000109719 t=36939
gei chu le 	給出了	c=1 d=1 t=35577
gei ding 	給定	c=5 d=6.13148e-11 t=36939
gei ge wei 	給各位	c=1 d=1 t=29140
gei i t 	給it	c=1 d=0.0112769 t=36939
gei le 	給了	c=2 d=0.00555762 t=36939
gei ren 	給人	c=3 d=0.0856033 t=36939
gei wo 	給我	c=2 d=0.000800719 t=36939
gen 	根	c=4 d=9.70941e-07 t=36939
gen 	跟	c=1 d=0.00249118 t=36939
gen ben 	根本	c=7 d=0.000239974 t=36939
gen ji 	根基	c=1 d=0.0471227 t=36939
gen jin 	跟進	c=7 d=1.00879 t=30697
gen ju 	根據	c=11 d=0.066205 t=36939
gen sui 	跟隨	c=1 d=0.0357931 t=36939
gen zhe 	跟着	c=1 d=3.38132e-09 t=36939
geng 	更	c=12 d=0.161529 t=36939
geng bu shi 	更不是	c=1 d=5.08188e-08 t=36939
geng da 	更大	c=6 d=0.0332088 t=36939
geng die 	更迭	c=2 d=1.29315e-05 t=36939
geng duo 	更多	c=8 d=0.0875977 t=36939
geng duo de 	更多的	c=2 d=0.0280154 t=36939
geng duo de shi 	更多的是	c=1 d=2.37089e-09 t=36939
geng duo ren 	更多人	c=1 d=0.0685632 t=36939
geng fang bian 	更方便	c=2 d=0.000175112 t=36939
geng gai 	更改	c=6 d=0.255383 t=36939
geng gao 	更高	c=2 d=3.95777e-08 t=36939
geng gao xiao 	更高效	c=1 d=2.06579e-06 t=36939
geng hao 	更好	c=2 d=1.91652e-07 t=36939
geng hao de 	更好的	c=2 d=1.55441e-06 t=36939
geng huan 	更換	c=2 d=6.62275e-06 t=36939
geng jia 	更加	c=5 d=0.918133 t=36939
